gene_id,Gene Name,Gene Length
AAC75933.1,flavodoxin 2,173
AAC75934.1,protein YgfX,135
AAC75935.1,FAD assembly factor,88
AAC75936.1,folate-binding protein,326
AAC75937.1,hemolysin-III family protein YqfA,219
AAC75938.1,N(4)-acetylcytidine amidohydrolase,103
AAC75939.1,6-phospho-beta-glucosidase A,479
AAC75940.1,putative oxidoreductase YgfF,247
AAC75941.1,glycine decarboxylase,957
AAC75942.1,glycine cleavage system H protein,129
AAC75943.1,aminomethyltransferase,364
AAC75944.1,2-octaprenylphenol 6-hydroxylase,400
AAC75945.1,2-octaprenyl-6-methoxyphenol 4-hydroxylase,392
AAC75946.1,Xaa-Pro aminopeptidase,441
AAC75947.2,UPF0149 family protein YgfB,192
AAC75948.1,cell division protein ZapA,109
AAC75949.1,putative 5-formyltetrahydrofolate cyclo-ligase,182
AAC75950.1,phosphoglycerate dehydrogenase,410
AAC75951.1,ribose-5-phosphate isomerase A,219
AAC75953.1,DNA-binding transcriptional dual regulator ArgP,297
AAC75954.1,methylmalonyl-CoA mutase,714
AAC75955.1,methylmalonyl-CoA mutase-interacting GTPase YgfD,331
AAC75956.2,methylmalonyl-CoA decarboxylase,261
AAC75957.1,propionyl-CoA:succinate CoA transferase,492
AAC75958.2,putative LysR-type DNA-binding transcriptional regulator YgfI,298
AAC75959.1,DUF541 domain-containing protein YggE,246
AAC75960.1,L-arginine exporter,211
AAC75961.1,small conductance mechanosensitive channel MscS,286
AAC75962.1,fructose-bisphosphate aldolase class II,359
AAC75963.1,phosphoglycerate kinase,387
AAC75964.1,D-erythrose-4-phosphate dehydrogenase,339
AAC75965.1,P-loop NTPase domain-containing protein YggC,237
AAC75966.1,fumarase E,169
AAC75967.1,fructose 1 6-bisphosphatase YggF,321
AAC75970.1,mannitol-specific PTS enzyme IICB component CmtA,462
AAC75971.1,mannitol-specific PTS enzyme IIA component CmtB,147
AAC75973.2,metalloprotease LoiP,252
AAC75974.1,agmatinase,306
AAC75975.1,arginine decarboxylase  biosynthetic,658
AAC75976.2,acid stress response protein YqgB,43
AAC75977.1,protein YqgC,71
AAC75979.1,methionine adenosyltransferase,384
AAC75980.1,galactose:H(+) symporter,464
AAC75981.1,protein YggI,165
AAC75982.1,DNA-specific endonuclease I,235
AAC75983.2,16S rRNA m(3)U1498 methyltransferase,243
AAC75984.1,glutathione synthetase,316
AAC75985.2,DUF179 domain-containing protein YqgE,187
AAC75986.1,ribonuclease H-like domain containing nuclease,138
AAC75987.2,Type II/IV secretion system family protein,326
AAC75988.1,PLP homeostasis protein,234
AAC75989.1,uncharacterized protein YggT,188
AAC75990.2,DUF167 domain-containing protein YggU,96
AAC75991.1,dITP/XTP pyrophosphatase,197
AAC75992.1,heme chaperone HemW,378
AAC75993.1,DUF1202 domain-containing protein YggM,335
AAC75994.1,L-asparaginase 2,348
AAC75995.1,DUF2884 domain-containing protein YggN,239
AAC75996.2,protein YggL,108
AAC75997.1,tRNA m(7)G46 methyltransferase,239
AAC75998.1,adenine DNA glycosylase,350
AAC75999.1,putative Fe(2(+))-trafficking protein,91
AAC76000.2,membrane-bound lytic murein transglycosylase C,359
AAC76001.2,nucleoside:H(+) symporter NupG,418
AAC76002.2,constitutive ornithine decarboxylase,711
AAC76003.1,DUF554 domain-containing protein YqgA,235
AAC76004.1,putative type II secretion system M-type protein YghD,178
AAC76007.1,lipoprotein YghG,136
AAC76008.2,prepilin peptidase,269
AAC76011.1,glycolate/lactate:H(+) symporter GlcA,560
AAC76012.1,malate synthase G,723
AAC76013.1,putative heme-binding protein GlcG,134
AAC76015.1,glycolate dehydrogenase  putative FAD-linked subunit,499
AAC76016.1,DNA-binding transcriptional dual regulator GlcC,254
AAC76018.2,IS5 transposase and trans-activator,326
AAC76020.1,putative ATP-binding protein YghR,252
AAC76021.1,putative ATP-binding protein YghS,237
AAC76022.1,putative ATP-binding protein YghT,230
AAC76023.1,metal phosphate:H(+) symporter PitB,499
AAC76024.1,fused glutathionylspermidine amidase/glutathionylspermidine synthetase,619
AAC76025.2,disulfide reductase/organic hydroperoxide reductase,288
AAC76026.1,hydrogenase maturation factor HybG,82
AAC76027.1,hydrogenase maturation protein HybF,113
AAC76028.1,hydrogenase 2-specific chaperone,162
AAC76029.1,hydrogenase 2 maturation protease,164
AAC76030.1,hydrogenase 2 large subunit,567
AAC76031.1,hydrogenase 2 membrane subunit,392
AAC76032.1,hydrogenase 2 iron-sulfur protein,328
AAC76033.1,hydrogenase 2 small subunit,372
AAC76034.1,DUF2623 domain-containing protein YghW,95
AAC76037.1,L-glyceraldehyde 3-phosphate reductase,346
AAC76038.1,uncharacterized protein YqhA,164
AAC76039.1,NADP(+)-dependent aldehyde reductase,294
AAC76041.1,Ton complex subunit ExbD,141
AAC76042.1,Ton complex subunit ExbB,244
AAC76044.1,cystathionine beta-lyase/L-cysteine desulfhydrase/alanine racemase,395
AAC76045.1,DedA family protein YghB,219
AAC76046.2,DNA-binding transcriptional activator YqhC,318
AAC76047.1,NADPH-dependent aldehyde reductase YqhD,387
AAC76048.2,methylglyoxal reductase DkgA,275
AAC76050.1,lipoprotein YqhH,85
AAC76053.1,cell division protein required during stress conditions,470
AAC76054.1,1-acylglycerol-3-phosphate O-acyltransferase PlsC,245
AAC76055.1,DNA topoisomerase IV subunit A,752
AAC76056.1,putative deoxycholate binding periplasmic protein,535
AAC76057.1,antitoxin of the MqsRA toxin-antitoxin system/DNA-binding transcriptional repressor MqsA,131
AAC76058.1,mRNA interferase toxin MqsR,98
AAC76060.1,BOF family protein YgiW,130
AAC76061.1,DNA-binding transcriptional activator QseB,219
AAC76062.1,sensor histidine kinase QseC,449
AAC76063.1,DUF2645 domain-containing inner membrane protein YgiZ,110
AAC76064.1,NADPH:quinone oxidoreductase MdaB,193
AAC76065.1,putative quinol monooxygenase YgiN,104
AAC76066.1,DNA topoisomerase IV subunit B,630
AAC76067.1,esterase YqiA,193
AAC76068.1,cAMP phosphodiesterase,275
AAC76069.1,DUF1249 domain-containing protein YqiB,140
AAC76070.1,ADP-sugar pyrophosphatase,209
AAC76071.2,outer membrane channel TolC,493
AAC76073.3,DUF1190 domain-containing protein YgiB,223
AAC76074.1,putative acid--amine ligase YgiC,386
AAC76075.3,4 5-DOPA dioxygenase extradiol,271
AAC76076.1,heavy metal divalent cation transporter ZupT,257
AAC76077.1,3 4-dihydroxy-2-butanone-4-phosphate synthase,217
AAC76078.2,ubiquinone biosynthesis accessory factor UbiK,96
AAC76079.1,putative fimbrial protein YgiL,183
AAC76080.3,IS2 insertion element repressor InsA,121
AAC76081.1,IS2 insertion element protein InsB,301
AAC76083.2,putative fimbrial chaperone YqiH,249
AAC76084.1,putative fimbrial protein YqiI,354
AAC76085.1,surface composition regulator,66
AAC76086.1,DUF1449 domain-containing inner membrane protein YqiJ,209
AAC76087.1,flotillin family inner membrane protein YqiK,553
AAC76088.1,fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,477
AAC76089.1,fused glutamine synthetase deadenylase/glutamine synthetase adenylyltransferase,946
AAC76090.1,inorganic triphosphatase,433
AAC76091.1,putative signal transduction protein (SH3 domain),206
AAC76092.1,fused CCA tRNA nucleotidyltransferase/phosphohydrolase,412
AAC76093.1,undecaprenyl pyrophosphate phosphatase,273
AAC76094.2,dihydroneopterin aldolase,122
AAC76095.1,putative glycerol-3-phosphate acyltransferase,205
AAC76096.1,DNA-binding transcriptional activator Dan,310
AAC76097.1,L(+)-tartrate dehydratase subunit alpha,303
AAC76098.1,L(+)-tartrate dehydratase subunit beta,201
AAC76099.1,L-tartrate:succinate antiporter,487
AAC76100.1,N(6)-L-threonylcarbamoyladenine synthase  TsaD subunit,337
AAC76101.1,30S ribosomal subunit protein S21,71
AAC76102.1,DNA primase,581
AAC76103.1,RNA polymerase  sigma 70 (sigma D) factor,613
AAC76104.1,stationary phase mismatch/uracil DNA glycosylase,168
AAC76105.1,NADPH-dependent ferric-chelate reductase,254
AAC76106.1,DNA-binding transcriptional repressor NfeR,207
AAC76107.1,aerotaxis sensor receptor  flavoprotein,506
AAC76108.3,putrescine aminotransferase,459
AAC76109.1,putative tRNA-binding protein YgjH,110
AAC76110.1,DNA-binding transcriptional repressor EbgR,327
AAC76112.1,DUF386 domain-containing evolved beta-D-galactosidase subunit beta,149
AAC76114.1,protein YgjJ,356
AAC76115.1,glycoside hydrolase,783
AAC76116.1,2 4-dienoyl-CoA reductase,672
AAC76117.1,antitoxin/DNA-binding transcriptional repressor HigA,138
AAC76118.1,ribosome-dependent mRNA interferase toxin HigB,104
AAC76119.2,23S rRNA m(2)G1835 methyltransferase,378
AAC76120.2,putative metal-dependent hydrolase,167
AAC76121.1,DUF218 domain-containing protein YgjQ,230
AAC76122.2,putative oxidoreductase YgjR,328
AAC76124.1,serine/threonine:Na(+) symporter,414
AAC76125.1,inner membrane protein,183
AAC76126.1,D-altronate dehydratase,495
AAC76127.1,D-glucoronate/D-galacturonate isomerase,470
AAC76128.2,hexuronate transporter,432
AAC76129.2,DNA-binding transcriptional repressor ExuR,258
AAC76130.1,DedA family protein YqjA,220
AAC76131.1,modulator protein MzrA,127
AAC76132.2,DUF1090 domain-containing protein YqjC,122
AAC76133.1,ribosome- and membrane-associated DUF883 domain-containing protein YqjD,101
AAC76134.1,inner membrane protein YqjE,134
AAC76135.1,PF13997 family protein YqjK,99
AAC76136.2,DoxX family protein,130
AAC76137.1,glutathionyl-hydroquinone reductase YqjG,328
AAC76138.1,putative inner membrane protein,121
AAC76139.1,putative inner membrane protein,118
AAC76140.1,DNA-binding transcriptional activator YhaJ,298
AAC76141.1,bicupin-related protein,233
AAC76142.2,uncharacterized protein YhaL,54
AAC76148.2,putative enamine/imine deaminase,129
AAC76150.2,propionate kinase,402
AAC76151.1,threonine/serine:H(+) symporter,443
AAC76152.1,catabolic threonine dehydratase,329
AAC76153.1,DNA-binding transcriptional activator TdcA,312
AAC76154.2,DNA-binding transcriptional activator TdcR,72
AAC76155.2,protein YhaB,179
AAC76156.1,uncharacterized protein YhaC,395
AAC76158.2,glycerate 2-kinase 1,381
AAC76159.3,tartronate semialdehyde reductase,294
AAC76160.1,alpha-dehydro-beta-deoxy-D-glucarate aldolase,256
AAC76161.1,galactarate/D-glucarate transporter GarP,444
AAC76162.1,hypothetical protein b3128,523
AAC76163.1,antitoxin PrlF,111
AAC76164.1,ribosome-dependent mRNA interferase toxin YhaV,154
AAC76165.1,DNA-binding transcriptional repressor AgaR,269
AAC76166.1,tagatose-1 6-bisphosphate aldolase 1 subunit KbaZ,426
AAC76167.2,N-acetyl-D-galactosamine specific PTS enzyme IIB component,157
AAC76170.1,putative galactosamine-6-phosphate deaminase/isomerase,384
AAC76171.1,tagatose-1 6-bisphosphate aldolase 1 subunit KbaY,286
AAC76172.1,galactosamine-specific PTS enzyme IIB component,158
AAC76173.1,galactosamine-specific PTS enzyme IIC component,267
AAC76174.1,galactosamine-specific PTS enzyme IID component,263
AAC76175.1,putative deaminase AgaI,251
AAC76176.1,putative fimbrial protein YraH,194
AAC76177.1,putative fimbrial chaperone YraI,231
AAC76178.1,putative fimbrial usher protein YraJ,838
AAC76179.1,putative fimbrial adhesin YraK,363
AAC76180.1,16S rRNA 2'-O-ribose C1402 methyltransferase,286
AAC76181.1,outer membrane lipoprotein - activator of MrcA activity,678
AAC76182.1,UPF0102 family protein YraN,131
AAC76183.1,DnaA initiator-associating factor for replication initiation,196
AAC76184.1,divisome-associated lipoprotein YraP,191
AAC76185.1,permease family protein YraQ,346
AAC76186.2,putative nucleoside-diphosphate-sugar epimerase,211
AAC76187.2,protein/nucleic acid deglycase 2,172
AAC76188.1,putative FMN binding protein YhbP,147
AAC76189.1,DNA damage response nuclease YhbQ,100
AAC76190.1,putative N-acetyltransferase YhbS,167
AAC76191.1,anaerobic ubiquinone biosynthesis accessory factor UbiT,174
AAC76192.1,ubiquinone biosynthesis protein UbiU,331
AAC76193.2,ubiquinone biosynthesis protein UbiV,292
AAC76194.1,putative luciferase-like monooxygenase YhbW,335
AAC76195.1,tryptophan:H(+) symporter Mtr,414
AAC76196.2,ATP-dependent RNA helicase DeaD,629
AAC76197.1,lipoprotein NlpI,294
AAC76198.2,polynucleotide phosphorylase,711
AAC76199.1,30S ribosomal subunit protein S15,89
AAC76200.1,tRNA pseudouridine(55) synthase,314
AAC76201.1,30S ribosome binding factor,133
AAC76202.1,translation initiation factor IF-2,890
AAC76203.1,transcription termination/antitermination protein NusA,495
AAC76204.4,ribosome maturation factor RimP,150
AAC76205.1,argininosuccinate synthetase,447
AAC76206.2,putative hydrolase YhbX,541
AAC76207.1,Sec translocon subunit SecG,110
AAC76208.1,phosphoglucosamine mutase,445
AAC76209.2,dihydropteroate synthase,282
AAC76210.1,ATP-dependent zinc metalloprotease FtsH,644
AAC76211.1,23S rRNA 2'-O-ribose U2552 methyltransferase,209
AAC76212.1,ribosome assembly factor YhbY,97
AAC76213.2,transcription elongation factor GreA,158
AAC76214.1,peptidoglycan DD-endopeptidase DacB,477
AAC76215.1,GTPase ObgE,390
AAC76216.1,putative transporter YhbE,321
AAC76217.1,50S ribosomal subunit protein L27,85
AAC76218.1,50S ribosomal subunit protein L21,103
AAC76219.1,all-trans-octaprenyl-diphosphate synthase,323
AAC76220.1,putative transcriptional regulator SfsB,92
AAC76221.1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,419
AAC76222.2,acid stress protein IbaG,84
AAC76223.2,intermembrane phospholipid transport system protein MlaB,97
AAC76224.1,intermembrane phospholipid transport system - periplasmic binding protein,211
AAC76225.1,intermembrane phospholipid transport system  substrate binding protein MlaD,183
AAC76226.1,intermembrane phospholipid transport system  integral membrane subunit MlaE,260
AAC76227.1,intermembrane phospholipid transport system  ATP binding subunit MlaF,269
AAC76228.1,putative transport protein YrbG,325
AAC76229.1,D-arabinose 5-phosphate isomerase KdsD,328
AAC76230.1,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,188
AAC76231.1,lipopolysaccharide transport system protein LptC,191
AAC76232.1,lipopolysaccharide transport system protein LptA,185
AAC76233.1,lipopolysaccharide transport system ATP binding protein LptB,241
AAC76234.1,RNA polymerase  sigma 54 (sigma N) factor,477
AAC76235.1,ribosome hibernation-promoting factor,95
AAC76236.1,phosphotransferase system enzyme IIA(Ntr),163
AAC76237.1,RNase adaptor protein RapZ,284
AAC76238.1,phosphorelay protein NPr,90
AAC76239.1,protein kinase-like domain-containing protein YrbL,210
AAC76240.1,peptidoglycan glycosyltransferase MtgA,242
AAC76241.2,low activity glyoxalase ElbB,217
AAC76243.1,radical SAM family oxidoreductase YhcC,309
AAC76244.2,glutamate synthase subunit GltB,1486
AAC76245.1,glutamate synthase subunit GltD,472
AAC76246.1,periplasmic protein GltF,254
AAC76247.1,putative fimbrial chaperone YhcA,224
AAC76248.1,putative fimbrial usher protein YhcD,793
AAC76250.2,IS5 transposase and trans-activator,326
AAC76251.1,DUF1120 domain-containing protein YhcF,238
AAC76252.1,DUF1016 domain-containing protein YhcG,375
AAC76253.1,DUF386 domain-containing protein YhcH,154
AAC76254.2,N-acetylmannosamine kinase,291
AAC76255.1,putative N-acetylmannosamine-6-phosphate epimerase,229
AAC76256.2,N-acetylneuraminate:H(+) symporter,496
AAC76257.1,N-acetylneuraminate lyase,297
AAC76258.1,DNA-binding transcriptional dual regulator NanR,263
AAC76259.1,putative transporter DcuD,455
AAC76260.1,ClpXP protease specificity-enhancing factor,165
AAC76261.1,stringent starvation protein A,212
AAC76262.1,30S ribosomal subunit protein S9,130
AAC76263.1,50S ribosomal subunit protein L13,142
AAC76264.1,cell division protein ZapE,375
AAC76265.2,DUF1043 domain-containing inner membrane protein YhcB,132
AAC76266.1,periplasmic serine endoprotease,455
AAC76267.1,serine endoprotease,355
AAC76268.1,malate dehydrogenase,312
AAC76269.1,DNA-binding transcriptional dual regulator ArgR,156
AAC76270.2,DUF1471 domain-containing stress-induced protein YhcN,87
AAC76271.1,putative barnase inhibitor,90
AAC76272.1,aromatic carboxylic acid efflux pump subunit AaeB,655
AAC76273.1,aromatic carboxylic acid efflux pump membrane fusion protein,310
AAC76274.2,DUF1656 domain-containing protein AaeX,67
AAC76275.1,LysR-type transcriptional regulator AaeR,309
AAC76276.1,metalloprotease subunit TldD,481
AAC76279.2,RNase G,489
AAC76280.1,nucleoside triphosphate pyrophosphatase YhdE,197
AAC76281.1,cell shape determining protein MreD,162
AAC76282.1,cell shape determining protein MreC,367
AAC76283.2,dynamic cytoskeletal protein MreB,347
AAC76284.1,regulator of CsrB and CsrC decay,646
AAC76285.1,acrylyl-CoA reductase,324
AAC76287.1,biotin carboxyl carrier protein,156
AAC76288.1,biotin carboxylase,449
AAC76289.1,DUF997 domain-containing protein YhdT,80
AAC76290.2,pantothenate:Na(+) symporter,483
AAC76291.1,ribosomal protein L11 methyltransferase,293
AAC76292.1,tRNA-dihydrouridine synthase B,321
AAC76293.1,DNA-binding transcriptional dual regulator Fis,98
AAC76294.2,DNA adenine methyltransferase,294
AAC76295.1,DUF2556 domain-containing protein YhdU,59
AAC76296.1,DNA-binding transcriptional repressor EnvR,220
AAC76297.1,multidrug efflux pump membrane fusion lipoprotein AcrE,385
AAC76298.1,multidrug efflux pump RND permease AcrF,1034
AAC76299.1,lipoprotein YhdV,73
AAC76302.2,putative ABC transporter membrane subunit YhdY,367
AAC76303.1,putative ABC transporter ATP-binding subunit YhdZ,252
AAC76304.2,hexapeptide repeat-containing protein YrdA,184
AAC76305.1,DUF1488 domain-containing protein YrdB,85
AAC76306.1,shikimate dehydrogenase,272
AAC76307.1,threonylcarbamoyl-AMP synthase,190
AAC76309.1,DUF494 domain-containing protein Smg,157
AAC76312.1,peptide deformylase,169
AAC76313.1,10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase,315
AAC76314.1,16S rRNA m(5)C967 methyltransferase,429
AAC76315.1,NAD-binding component of Trk potassium transporters,458
AAC76316.1,large conductance mechanosensitive channel,136
AAC76317.1,DNA-binding transcriptional activator ZntR,141
AAC76318.1,DUF1992 domain-containing protein YhdN,122
AAC76319.1,50S ribosomal subunit protein L17,127
AAC76320.1,RNA polymerase subunit alpha,329
AAC76321.1,30S ribosomal subunit protein S4,206
AAC76322.1,30S ribosomal subunit protein S11,129
AAC76323.1,30S ribosomal subunit protein S13,118
AAC76324.1,50S ribosomal subunit protein L36,38
AAC76325.1,Sec translocon subunit SecY,443
AAC76326.1,50S ribosomal subunit protein L15,144
AAC76327.1,50S ribosomal subunit protein L30,59
AAC76328.1,30S ribosomal subunit protein S5,167
AAC76329.1,50S ribosomal subunit protein L18,117
AAC76330.1,50S ribosomal subunit protein L6,177
AAC76331.1,30S ribosomal subunit protein S8,130
AAC76332.1,30S ribosomal subunit protein S14,101
AAC76333.1,50S ribosomal subunit protein L5,179
AAC76334.1,50S ribosomal subunit protein L24,104
AAC76335.1,50S ribosomal subunit protein L14,123
AAC76336.1,30S ribosomal subunit protein S17,84
AAC76337.1,50S ribosomal subunit protein L29,63
AAC76338.1,50S ribosomal subunit protein L16,136
AAC76339.1,30S ribosomal subunit protein S3,233
